main_publisher_slug	n_journals	main_publisher	name_variants
keio-gijuku-daigaku	1	Keio Gijuku Daigaku	1
keio-university	1	Keio University	1
keith-health-care-inc	1	Keith Health Care Inc.	1
kemerovo-state-university	2	Kemerovo State University	1
kempfenhausen-am-starnberger-see	1	Kempfenhausen am Starnberger See	1
kempulssi	1	Kempulssi	1
ken-yusha-inc	1	Ken-yusha, Inc.	1
kenneth-mason-publications-ltd	1	Kenneth Mason Publications Ltd.	1
kent-state-university	2	Kent State University	1
kentucky-dental-association	2	Kentucky Dental Association	1
kentucky-medical-association	3	Kentucky Medical Association	1
kenya-medical-association	1	Kenya Medical Association	1
kenyon-college	1	Kenyon College	1
kerala-agricultural-university	1	Kerala Agricultural University	1
kerala-forest-research-institute	1	Kerala Forest Research Institute	1
kerman-university-of-medical-science	1	Kerman University of Medical Science	1
kerman-university-of-medical-sciences	3	Kerman University of Medical Sciences	1
kern-und-birner-gmbh-and-co	1	Kern und Birner GmbH and Co.	1
kethea	1	KETHEA	1
key3media-group-inc	1	Key3Media Group, Inc.	1
khachatur-abovyan-armenian-state-pedagogical-university	1	Khachatur Abovyan Armenian State Pedagogical University	1
kharazmi-university	1	Kharazmi University	1
khayyam-publishing-inc	2	Khayyam Publishing, Inc.	1
khimprom-segodnia	1	Khimprom Segodnia	1
khon-kaen-university	1	Khon Kaen University	1
khon-kaen-university-research-and-technology-transfer-affairs-division	1	Khon Kaen University,Research and Technology Transfer Affairs Division	1
khyber-medical-college	1	Khyber Medical College	1
khyber-medical-university	1	Khyber Medical University	1
kiadja-es-terjeszti-a-literatura-medica	1	Kiadja Es Terjeszti A Literatura Medica	1
kibbutz-ein-hamifratz	2	Kibbutz Ein Hamifratz	1
kiel-institute-for-the-world-economy	1	Kiel Institute for the World Economy	1
kiepert	1	Kiepert	1
king-abdulaziz-university-scientific-publishing-center	3	King Abdulaziz University Scientific Publishing Center	1
king-faisal-specialist-hospital-and-research-centre	2	King Faisal Specialist Hospital and Research Centre	1
king-faisal-university	1	King Faisal University	1
king-hutchings-ltd	1	King & Hutchings Ltd.	1
king-mongkuts-institute-of-technology-ladkrabang	1	King Mongkut's Institute of Technology Ladkrabang	1
king-mongkuts-university-of-technology-north-bangkok-kmutnb	1	King Mongkut's University of Technology North Bangkok (KMUTNB)	1
king-saud-university	8	King Saud University	1
kingscos-medical-publishers	2	Kingscos Medical Publishers	1
kinokuniya-co-ltd	1	Kinokuniya Co., Ltd.	1
kitakanto-medical-society	1	Kitakanto Medical Society	1
kitlv-press	1	KITLV Press	1
kks-flu-av-cr	1	KKS FLU AV CR	1
klassillis-filologinen-yhdistys	1	Klassillis-filologinen yhdistys	1
klinichen-tsentur-po-endokrinologiia-i-gerontologiia	1	Klinichen Tsentur po Endokrinologiia i Gerontologiia	1
klinicka-bolnica-sestre-milosrdnice	2	Klinicka Bolnica Sestre Milosrdnice	1
klinika-za-djecje-bolesti-zagerb-childrens-hospital-in-zagreb	3	Klinika za Djecje Bolesti Zagerb/Children's Hospital in Zagreb	1
klinika-za-infektivne-bolesti-dr-fran-mihaljevic	1	"Klinika za infektivne bolesti ""Dr. Fran Mihaljevic"""	1
kmk-scientific-press-ltd	5	KMK Scientific Press Ltd.	1
kneiseler	1	Kneiseler	1
knjizevni-krug-split	1	Knjizevni krug Split	1
knowledge-e	1	Knowledge E	1
knowledge-hub-publishing-company-limited-hong-kong	1	Knowledge Hub Publishing Company Limited (Hong Kong)	1
knowledge-technology	1	Knowledge Technology	1
ko-hsueh-chu-pan-she	2	Ko hsueh chu pan she	1
kobe-steel-ltd	2	Kobe Steel Ltd.	1
kobe-university	3	Kobe University	1
kobenhavn	1	Kobenhavn	1
kobunshi-kagaku	1	Kobunshi Kagaku	1
koebenhavns-universitet-geografisk-institut	1	Koebenhavns Universitet, Geografisk Institut	1
kohlhammer	4	Kohlhammer	1
kokubyo-gakkai	1	Kokubyo Gakkai	1
kokuritsu-johogaku-kenkyujo	1	Kokuritsu Johogaku Kenkyujo	1
kokuseido-shuppan-k-k-kokuseido-publishing-co	3	Kokuseido Shuppan K.K./Kokuseido Publishing Co.	1
kolej-universiti-islam-sultan-azlan-shah	1	Kolej Universiti Islam Sultan Azlan Shah	1
kolos	1	Kolos	1
komarov-botanical-institute	1	Komarov Botanical Institute	1
komarov-botanical-institute-of-the-russian-academy-of-sciences	1	Komarov Botanical Institute of the Russian Academy of Sciences	1
kommissionsverlag-f-steiner	1	Kommissionsverlag F. Steiner	1
komunitas-ilmuwan-dan-profesional-muslim-indonesia	1	Komunitas Ilmuwan dan Profesional Muslim Indonesia	1
kon-ned-mij-ter-bevordering-der-pharmacie-knmp	1	Kon. Ned. Mij. ter Bevordering der Pharmacie (KNMP)	1
kongelige-danske-geografiske-selskab-royal-danish-geographical-society	1	Kongelige Danske Geografiske Selskab/Royal Danish Geographical Society	1
konggansa	1	Konggansa	1
konigshausen-und-neumann	1	Konigshausen und Neumann	1
koninklijk-landbouwkundige-vereniging-royal-netherlands-society-of-agricultural-sciences	1	Koninklijk Landbouwkundige Vereniging/Royal Netherlands Society of Agricultural Sciences	1
koninklijke-academie-voor-nederlandse-taal-en-letterkunde	1	Koninklijke Academie voor Nederlandse Taal-en Letterkunde	1
koninklijke-belgische-vereniging-voor-dierkunde	1	Koninklijke Belgische Vereniging voor Dierkunde	1
koninklijke-nederlandse-oudheidkundige-bond-knob	1	Koninklijke Nederlandse Oudheidkundige Bond (KNOB)	1
koninklijke-van-gorcum-bv	4	Koninklijke Van Gorcum BV	1
koninklijke-vermande-b-v	1	Koninklijke Vermande B.V.	1
konkoly-observatory	1	Konkoly Observatory	1
konrad-lorenz-editores	1	Konrad Lorenz Editores	1
konrad-lorenz-fundacion-universitaria	1	Konrad Lorenz Fundacion Universitaria	1
konradin-verlag	1	Konradin Verlag	1
korea-advanced-institute-of-science-and-technology	1	Korea Advanced Institute of Science and Technology	1
korea-america-association-for-geospatial-and-environmental-sciences	1	Korea-America Association for Geospatial and Environmental Sciences	1
korea-association-of-teachers-of-english	1	Korea Association of Teachers of English	1
korea-concrete-institute	1	Korea Concrete Institute	1
korea-distribution-science-association-kodisa	3	Korea Distribution Science Association (KODISA)	1
korea-genome-organization	1	Korea Genome Organization	1
korea-health-personnel-licensing-examination-institute	1	Korea Health Personnel Licensing Examination Institute	1
korea-information-processing-society-kips	1	Korea Information Processing Society (KIPS)	1
korea-institute-for-defense-analyses	1	Korea Institute for Defense Analyses	1
korea-institute-of-applied-superconductivity-and-cryogenics	1	Korea Institute of Applied Superconductivity and Cryogenics	1
korea-institute-of-ocean-science-and-technology	1	Korea Institute of Ocean Science and Technology	1
korea-institute-of-science-and-technology-information	1	Korea Institute of Science and Technology Information	1
korea-ocean-research-and-development-institute	1	Korea Ocean Research and Development Institute	1
korea-soc-of-automotive-engineers-inc	1	Korea Soc of Automotive Engineers, Inc	1
korea-society-of-analytical-science	1	Korea Society of Analytical Science	1
korea-society-of-internet-information	1	Korea Society of Internet Information	1
korean-academic-society-of-nursing-education	1	Korean Academic Society of Nursing Education	1
korean-academy-of-audiology	1	Korean Academy of Audiology	1
korean-academy-of-child-and-adolescent-psychiatry	1	Korean Academy of Child and Adolescent Psychiatry	1
korean-academy-of-child-health-nursing	1	Korean Academy of Child Health Nursing	1
korean-academy-of-community-health-nursing	1	Korean Academy of Community Health Nursing	1
korean-academy-of-family-medicine	1	Korean Academy of Family Medicine	1
korean-academy-of-fundamentals-of-nursing	1	Korean Academy of Fundamentals of Nursing	1
korean-academy-of-medical-sciences	1	Korean Academy of Medical Sciences	1
korean-academy-of-nursing-administration	1	Korean Academy of Nursing Administration	1
korean-academy-of-oral-and-maxillofacial-radiology	1	Korean Academy of Oral and Maxillofacial Radiology	1
korean-academy-of-orthodonics	1	Korean Academy of Orthodonics	1
korean-academy-of-periodontology	1	Korean Academy of Periodontology	1
korean-academy-of-rehabilitation-medicine-karm	1	Korean Academy of Rehabilitation Medicine (KARM)	1
korean-accounting-association	1	Korean Accounting Association	1
korean-association-for-radiation-protection	1	Korean Association for Radiation Protection	1
korean-association-for-the-study-of-intestinal-diseases	1	Korean Association for the Study of Intestinal Diseases	1
korean-association-for-the-study-of-the-liver	3	Korean Association for the Study of the Liver	1
korean-association-of-anatomists	1	Korean Association of Anatomists	1
korean-association-of-immunologists	1	Korean Association of Immunologists	1
korean-association-of-internal-medicine-daihan-naigwa-haghoi	1	Korean Association of Internal Medicine/Daihan Naigwa Haghoi	1
korean-association-of-medical-journal-editors	2	Korean Association of Medical Journal Editors	1
korean-association-of-oral-and-maxillofacial-surgeons	1	Korean Association of Oral and Maxillofacial Surgeons	1
korean-association-of-speech-language-pathologists	1	Korean Association of Speech-Language Pathologists	1
korean-audiological-society	1	Korean Audiological Society	1
korean-audiological-society-and-korean-otological-society	1	Korean Audiological Society and Korean Otological Society	1
korean-biodiversity-information-facility	1	Korean Biodiversity Information Facility	1
korean-breast-cancer-society	1	Korean Breast Cancer Society	1
korean-cancer-association	1	Korean Cancer Association	1
korean-ceramic-society	1	Korean Ceramic Society	1
korean-chemical-society	1	Korean Chemical Society	1
korean-college-of-neuropsychopharmacology	1	Korean College of Neuropsychopharmacology	1
korean-council-of-science-editors	1	Korean Council of Science Editors	1
korean-dermatological-association	3	Korean Dermatological Association	1
korean-diabetes-association	1	Korean Diabetes Association	1
korean-disease-control-and-prevention-agency	1	Korean Disease Control and Prevention Agency	1
korean-econometric-society	1	Korean Econometric Society	1
korean-educational-development-institute	1	Korean Educational Development Institute	1
korean-endocrine-society	1	Korean Endocrine Society	1
korean-fiber-society	1	Korean Fiber Society	1
korean-gastric-cancer-association	1	Korean Gastric Cancer Association	1
korean-geriatrics-society	1	Korean Geriatrics Society	1
korean-gerontological-nursing-society	1	Korean Gerontological Nursing Society	1
korean-hip-society	1	Korean Hip Society	1
korean-institute-of-communication-sciences	1	Korean Institute of Communication Sciences	1
korean-institute-of-communications-information-sciences	1	Korean Institute of Communications Information Sciences	1
korean-institute-of-electrical-engineers	3	Korean Institute of Electrical Engineers	1
korean-institute-of-industrial-engineers	1	Korean Institute of Industrial Engineers	1
korean-institute-of-information-scientists-and-engineers	1	Korean Institute of Information Scientists and Engineers	1
korean-institute-of-intelligent-systems	1	Korean Institute of Intelligent Systems	1
korean-institute-of-metals-and-materials	4	Korean Institute of Metals and Materials	1
korean-institute-of-power-electronics	1	Korean Institute of Power Electronics	1
korean-journal-of-veterinary-research	1	Korean Journal of Veterinary Research	1
korean-mathematical-society	2	Korean Mathematical Society	1
korean-medical-association	1	Korean Medical Association	1
korean-meteorological-society	1	Korean Meteorological Society	1
korean-movement-disorder-society	1	Korean Movement Disorder Society	1
korean-national-tuberculosis-association	1	Korean National Tuberculosis Association	1
korean-neurological-association	2	Korean Neurological Association	1
korean-neuropsychiatric-association	1	Korean Neuropsychiatric Association	1
korean-neurotraumatology-society	1	Korean Neurotraumatology Society	1
korean-nurses-association	1	Korean Nurses Association	1
korean-ophthalmological-society	1	Korean Ophthalmological Society	1
korean-orthopaedic-association	1	Korean Orthopaedic Association	1
korean-pediatric-society	2	Korean Pediatric Society	1
korean-pharmacopuncture-institute	1	Korean Pharmacopuncture Institute	1
korean-physical-society	1	Korean Physical Society	1
korean-radioactive-waste-society	1	Korean Radioactive Waste Society	1
korean-radiological-society	1	Korean Radiological Society	1
korean-society-for-applied-microbiology	2	Korean Society for Applied Microbiology	1
korean-society-for-atmospheric-environment	1	Korean Society for Atmospheric Environment	1
korean-society-for-biochemistry-and-molecular-biology	1	Korean Society for Biochemistry and Molecular Biology	1
korean-society-for-biotechnology-and-bioengineering	1	Korean Society for Biotechnology and Bioengineering	1
korean-society-for-bone-and-mineral-research	1	Korean Society for Bone and Mineral Research	1
korean-society-for-brain-and-neural-science	1	Korean Society for Brain and Neural Science	1
korean-society-for-clinical-pharmacology-and-therapeutics	2	Korean Society for Clinical Pharmacology and Therapeutics	1
korean-society-for-computational-and-applied-mathematics	2	Korean Society for Computational and Applied Mathematics	1
korean-society-for-food-engineering	1	Korean Society for Food Engineering	1
korean-society-for-food-science-of-animal-resources	2	Korean Society for Food Science of Animal Resources	1
korean-society-for-horticultural-science	1	Korean Society for Horticultural Science	1
korean-society-for-laboratory-medicine	1	Korean Society for Laboratory Medicine	1
korean-society-for-medical-mycology	1	Korean Society for Medical Mycology	1
korean-society-for-microbiolog-and-biotechnology	1	Korean Society for Microbiolog and Biotechnology	1
korean-society-for-parasitology	1	Korean Society for Parasitology	1
korean-society-for-precision-engineeing	1	Korean Society for Precision Engineeing	1
korean-society-for-preventive-medicine	1	Korean Society for Preventive Medicine	1
korean-society-for-railway	1	Korean Society for Railway	1
korean-society-for-reproductive-medicine	1	Korean Society for Reproductive Medicine	1
korean-society-for-sexual-medicine-and-andrology	1	Korean Society for Sexual Medicine and Andrology	1
korean-society-for-stem-cell-research	1	Korean Society for Stem Cell Research	1
korean-society-for-the-study-of-obesity	1	Korean Society for the Study of Obesity	1
korean-society-for-therapeutic-radiology-and-oncology	1	Korean Society for Therapeutic Radiology and Oncology	1
korean-society-for-thoracic-and-cardiovascular-surgery	1	Korean Society for Thoracic and Cardiovascular Surgery	1
korean-society-for-vascular-surgery	1	Korean Society for Vascular Surgery	1
korean-society-mass-spectrometry	1	Korean Society Mass Spectrometry	1
korean-society-of-adult-nursing	1	Korean Society of Adult Nursing	1
korean-society-of-anesthesiologists	1	Korean Society of Anesthesiologists	1
korean-society-of-animal-sciences-and-technology	1	Korean Society of Animal Sciences and Technology	1
korean-society-of-applied-pharmacology	1	Korean Society of Applied Pharmacology	1
korean-society-of-automotive-engineers	1	Korean Society of Automotive Engineers	1
korean-society-of-breeding-science	1	Korean Society of Breeding Science	1
korean-society-of-circulation	1	Korean Society of Circulation	1
korean-society-of-clothing-and-textiles	1	Korean Society of Clothing and Textiles	1
korean-society-of-coloproctology	2	Korean Society of Coloproctology	1
korean-society-of-critical-care-medicine	1	Korean Society of Critical Care Medicine	1
korean-society-of-design-science	1	Korean Society of Design Science	1
korean-society-of-echocardiography	2	Korean Society of Echocardiography	1
korean-society-of-electrolyte-blood-pressure-research	1	Korean Society of Electrolyte & Blood Pressure Research	1
korean-society-of-emergency-medicine	1	Korean Society of Emergency Medicine	1
korean-society-of-environmental-engineers	1	Korean Society of Environmental Engineers	1
korean-society-of-environmental-health-and-toxicology	1	Korean Society of Environmental Health and Toxicology	1
korean-society-of-environmental-risk-assessment-and-health-science	1	Korean Society of Environmental Risk Assessment and Health Science	1
korean-society-of-epidemiology	1	Korean Society of Epidemiology	1
korean-society-of-exercise-physiology	1	Korean Society of Exercise Physiology	1
